folder,texture,type,frames,resx,resy,mips,bits,palette,tally
tif,fe_logo_cfletcher,PA8,0,512,512,1,0,1,1
tif,fe_logo_clopez,PA8,0,512,512,1,0,1,1
tif,fe_logo_cward,PA8,0,512,512,1,0,1,1
tif,fe_logo_dmalloy,PA8,0,512,512,1,0,1,1
tif,fe_logo_fpatacchia,PA8,0,512,512,1,0,1,1
tif,fe_logo_jcollins,PA8,0,512,512,1,0,1,1
tif,fe_logo_rballard,PA8,0,512,512,1,0,1,1
tif,fe_logo_sdorian,PA8,0,512,512,1,0,1,1
tif,fe_logo_tburrows,PA8,0,512,512,1,0,1,1
tif,fe_logo_tcurran,PA8,0,512,512,1,0,1,1
tif,fe_logo_tknox,PA8,0,512,512,1,0,1,1
tif,kirr_net,PA8,0,512,512,1,10001,1,1
tif,fe_bkgd_equip,DXT1,0,512,512,1,10001,1,1
tif,fe_stat_a01,PA8,0,512,512,1,10001,1,1
tif,fe_stat_a02,PA8,0,512,512,1,10001,1,1
tif,hud_nixon_icon,PA8,0,32,32,1,10001,1,1
tif,hud_sldr_trick_o,PA8,0,128,64,1,10001,1,1
tif,hud_karma_01,PA8,0,32,16,1,10001,1,1
tif,hud_karma_02,PA8,0,32,16,1,10001,1,1
tif,hud_karma_03,PA8,0,32,16,1,10001,1,1
tif,hud_karma_04,PA8,0,32,16,1,10001,1,1
tif,hud_karma_05,PA8,0,32,16,1,10001,1,1
tif,hud_karma_06,PA8,0,32,16,1,10001,1,1
tif,hud_karma_07,PA8,0,32,16,1,10001,1,1
tif,hud_karma_08,PA8,0,32,16,1,10001,1,1
tif,hud_cam_vwfndr_rject,PA8,0,128,128,1,10001,1,1
tif,hud_cntrlbutton_a,PA8,0,64,64,1,10001,1,1
tif,hud_cntrlbutton_b,PA8,0,64,64,1,10001,1,1
tif,hud_cntrlbutton_x,PA8,0,64,64,1,10001,1,1
tif,hud_cntrlbutton_y,PA8,0,64,64,1,10001,1,1
tif,fe_stat_a03,PA8,0,512,512,1,10001,1,1
tif,fe_stat_a04,PA8,0,512,512,1,10001,1,1
